DE ID, County, Name, City, 10/16/21, 10/30/21
2155-01-001, Wadena, Wadena-Deer Creek Senior High, Wadena, 20-29, 5-9
2835-01-010, Waseca, Janesville-Waldorf-Pemberton El.Em0-4, Janesville, 5-9, 5-9
2168-01-003, Waseca, NRHEG Secondary, New Richland, 20-29, 0-4
2835-31-011, Waseca, Trinity Lutheran, Janesville, 0-4, 0-4
0834-01-785, Washington, Afton-Lakeland Elementary, Lakeland, 0-4, 10-19
0834-01-786, Washington, Andersen Elementary, Bayport, 0-4, 0-4
0834-01-797, Washington, Brookview Elementary, Woodbury, 0-4, 0-4
0833-01-037, Washington, Cottage Grove Elementary, Cottage Grove, 0-4, 0-4
0833-01-020, Washington, Cottage Grove Middle School, Cottage Grove, 0-4, 0-4
0833-01-032, Washington, Crestview Elementary, Cottage Grove, 5-9, 0-4
0833-01-025, Washington, East Ridge High School, Woodbury, 5-9, 0-4
0831-01-114, Washington, Forest Lake Area High School, Forest Lake, 40-49, 5-9
0831-01-115, Washington, Forest Lake Area Middle School, Forest Lake, 5-9, 5-9
0833-01-034, Washington, Grey Cloud Elementary, Cottage Grove, 0-4, 0-4
0833-01-036, Washington, Hillside Elementary, Cottage Grove, 0-4, 0-4
0833-01-021, Washington, Lake Middle School, Woodbury, 0-4, 5-9
4116-07-010, Washington, Lakes International Language Academy Main Campus, Forest Lake, 5-9, 5-9
4116-07-020, Washington, Lakes International Language Academy-Headwaters Campus, Forest Lake, 5-9, 0-4
0833-01-041, Washington, Liberty Ridge Elementary, Woodbury, 0-4, 0-4
0832-01-030, Washington, Mahtomedi Middle, Mahtomedi, 5-9, 0-4
0833-01-047, Washington, Middleton Elementary, Woodbury, 0-4, 0-4
0833-31-001, Washington, New Life Academy, Woodbury, 5-9, 10-19
4053-07-040, Washington, North Lakes Academy Elementary, Forest Lake, 5-9, 0-4
4053-07-010, Washington, North Lakes Academy Middle School, Forest Lake, 5-9, 0-4
0833-01-031, Washington, Nuevas Fronteras Spanish Immersion Elementary, St Paul Park, 0-4, 5-9
0832-01-010, Washington, O.H. Anderson Elementary, Mahtomedi, 5-9, 5-9
0834-01-048, Washington, Oak-Land Middle School, Lake Elmo, 5-9, 0-4
0833-01-022, Washington, Oltman Middle School, Cottage Grove, 0-4, 5-9
0624-01-824, Washington, Oneka Elementary School, Hugo, 0-4, 0-4
0833-01-024, Washington, Park High School, Cottage Grove, 5-9, 0-4
0833-01-040, Washington, Pine Hill Elementary, Cottage Grove, 5-9, 0-4
0833-01-042, Washington, Pullman Elementary, Saint Paul Park, 5-9, 0-4
0833-01-043, Washington, Red Rock Elementary, Woodbury, 0-4, 5-9
0833-01-044, Washington, Royal Oaks Elementary, Woodbury, 5-9, 5-9
0833-31-065, Washington, Saint Ambrose Woodbury Catholic Sch, Woodbury, 10-19, 0-4
0831-01-630, Washington, Scandia Elementary, Scandia, 0-4, 5-9
0834-01-047, Washington, Stillwater Area High School, Stillwater, 5-9, 0-4
0833-01-075, Washington, Valley Crossing Elementary, Woodbury, 0-4, 0-4
0833-01-029, Washington, Woodbury High School, Woodbury, 0-4, 5-9
4228-07-010, Washington, Woodbury Leadership Academy, Woodbury, 0-4, 0-4
0831-01-631, Washington, Wyoming Elementary, Wyoming, 5-9, 0-4
0840-01-020, Watonwan, St. James Northside Elementary, Saint James, 0-4, 0-4
0846-01-030, Wilkin, Breckenridge Senior High, Breckenridge, 5-9, 0-4
0861-31-031, Winona, Cotter Schools (Jr/Sr), Winona, 5-9, 0-4
0857-01-030, Winona, Lewiston-Altura Secondary, Lewiston, 10-19, 5-9
0858-01-002, Winona, St. Charles Elementary, Saint Charles, 0-4, 0-4
0861-01-007, Winona, Winona Senior High, Winona, 0-4, 0-4
0876-01-001, Wright, Annandale Elementary School, Annandale, 20-29, 10-19
0876-01-002, Wright, Annandale Middle School, Annandale, 5-9, 10-19
0876-01-003, Wright, Annandale Senior High, Annandale, 0-4, 5-9
0885-01-060, Wright, Big Woods Elementary, Saint Michael, 0-4, 0-4
0877-01-030, Wright, Buffalo Community Middle, Buffalo, 5-9, 5-9
0877-01-040, Wright, Buffalo Senior High, Buffalo, 40-49, 10-19
0466-01-004, Wright, Dassel-Cokato Middle, Cokato, 0-4, 0-4
0879-01-010, Wright, Delano Elementary, Delano, 5-9, 0-4
0879-01-020, Wright, Delano High School, Delano, 20-29, 0-4
0879-01-015, Wright, Delano Intermediate School, Delano, 10-19, 0-4
0885-01-070, Wright, Fieldstone Elementary School, Saint Michael, 0-4, 10-19
0877-01-020, Wright, Hanover Elementary, Hanover, 10-19, 0-4
2687-01-086, Wright, Howard Lake-Waverly-Winsted Middle School, Howard Lake, 5-9, 10-19
2687-01-002, Wright, Howard Lake-Waverly-Winsted Sec0-4, Howard Lake, 5-9, 0-4
4118-07-010, Wright, Kaleidoscope Charter Elementary School, Otsego, 0-4, 0-4
4118-07-020, Wright, Kaleidoscope Charter High School, Otsego, 0-4, 0-4
0881-01-010, Wright, Maple Lake Elementary, Maple Lake, 0-4, 5-9
0881-01-020, Wright, Maple Lake Secondary, Maple Lake, 0-4, 0-4
0882-01-030, Wright, Monticello Middle, Monticello, 5-9, 0-4
0882-01-020, Wright, Monticello Senior High, Monticello, 10-19, 0-4
0877-01-050, Wright, Montrose Elementary School of Innovation, Montrose, 5-9, 0-4
0877-01-065, Wright, Northwinds Elementary, Buffalo, 0-4, 0-4
0728-01-800, Wright, Otsego Elementary, Otsego, 5-9, 0-4
0877-01-010, Wright, Parkside Elementary, Buffalo, 0-4, 0-4
0882-01-010, Wright, Pinewood Elementary, Monticello, 0-4, 0-4
0728-01-180, Wright, Prairie View Elementary School, Otsego, 10-19, 0-4
0728-01-380, Wright, Prairie View Middle School, Otsego, 5-9, 0-4
0885-31-001, Wright, St. Michael Catholic School, Saint Michael, 5-9, 0-4
0885-01-040, Wright, St. Michael Elementary, Saint Michael, 0-4, 0-4
0885-01-030, Wright, St. Michael-Albertville Middle East, Saint Michael, 10-19, 5-9
0885-01-090, Wright, St. Michael-Albertville Middle West, Albertville, 10-19, 5-9
0885-01-020, Wright, St. Michael-Albertville Senior High, Saint Michael, 10-19, 20-29
0877-01-060, Wright, Tatanka Elementary STEM School, Buffalo, 0-4, 5-9
2190-01-010, Yellow Medicine, Bert Raney Elementary School, Granite Falls, 5-9, 5-9
0891-01-020, Yellow Medicine, Canby Elementary, Canby, 5-9, 5-9
2190-01-022, Yellow Medicine, Yellow Medicine East High School, Granite Falls, 5-9, 5-9
2190-01-023, Yellow Medicine, Yellow Medicine East Middle School, Granite Falls, 10-19, 0-4
